transaction_id,customer_id,transaction_date,online_channel,offline_store,total_online_spend_ngn,total_offline_spend_ngn,preferred_channel,cross_channel_purchases,city
XCH0038561,CUST743888,10/21/2024,Slot,Ebeano,479162.39,128823.92,both,3,Abuja
XCH0038562,CUST630246,7/7/2024,Slot,Shoprite,334156.97,116061.44,both,10,Ibadan
XCH0038563,CUST726590,4/16/2024,Jumia,Pointek,277370.13,57034.02,offline,10,Kaduna
XCH0038564,CUST123024,5/15/2024,Konga,Mr Price,92593.82,171404.59,offline,6,Benin City
XCH0038565,CUST515796,9/19/2024,Jumia,Shoprite,88843.02,162352.64,online,18,Lagos
XCH0038566,CUST927673,2/5/2024,PayPorte,Balogun Market,33966.64,82101.86,online,9,Aba
XCH0038567,CUST955523,2/29/2024,Jiji,Shoprite,108318.26,41106.73,offline,11,Benin City
XCH0038568,CUST164658,3/13/2024,Konga,Game,34043.47,109939.99,online,2,Warri
XCH0038569,CUST925620,5/13/2024,Konga,Ebeano,400574.55,93268.08,online,6,Ibadan
XCH0038570,CUST381948,3/6/2024,Jumia,Game,124111.65,174463.32,offline,4,Jos
XCH0038571,CUST843931,2/20/2024,Jiji,Balogun Market,435273,54993.93,online,15,Kano
XCH0038572,CUST127690,1/16/2024,Konga,Ebeano,336843.88,160172.13,online,7,Ibadan
XCH0038573,CUST586663,2/11/2024,Shoprite Online,Pointek,333299.29,24963.62,online,17,Abeokuta
XCH0038574,CUST753508,9/6/2024,PayPorte,Mr Price,434324.06,62667.71,offline,4,Calabar
XCH0038575,CUST708134,6/9/2024,Konga,Game,289615.78,35649.53,online,5,Kaduna
XCH0038576,CUST165421,6/17/2024,Konga,Justrite,315590.2,82713.04,both,14,Port Harcourt
XCH0038577,CUST539463,8/13/2024,Konga,Pointek,449614.11,104873.87,online,11,Ibadan
XCH0038578,CUST387693,10/15/2024,Jiji,Balogun Market,153640.74,154310.92,offline,3,Warri
XCH0038579,CUST867516,3/10/2024,Konga,Shoprite,48889.57,102391.81,both,17,Jos
XCH0038580,CUST714702,9/2/2024,Jiji,Computer Village,126597.28,100696.95,online,10,Lagos
XCH0038581,CUST791375,6/11/2024,Jiji,Ebeano,194900.55,78478.03,both,16,Benin City
XCH0038582,CUST486111,4/25/2024,Jiji,Pointek,33513.68,121075.5,offline,11,Port Harcourt
XCH0038583,CUST950834,4/11/2024,Jiji,Pointek,301660.55,192091.31,online,14,Ibadan
XCH0038584,CUST220564,7/25/2024,Jiji,Slot,133408.31,192757.47,offline,16,Kano
XCH0038585,CUST924304,6/9/2024,Jumia,Spar,417834.49,140427.97,online,15,Abuja
XCH0038586,CUST661596,7/17/2024,Jumia,Justrite,423739.59,154547.13,both,19,Enugu
XCH0038587,CUST866792,8/16/2024,Slot,Justrite,356625.11,94539.42,both,18,Onitsha
XCH0038588,CUST597408,1/29/2024,Spar Online,Game,162841.08,171107.89,online,8,Benin City
XCH0038589,CUST833205,2/5/2024,Jumia,Mr Price,86727.92,83445.82,online,7,Kano
XCH0038590,CUST884930,7/9/2024,Jiji,Spar,171354.93,44295.25,offline,5,Aba
XCH0038591,CUST164883,7/27/2024,Jiji,Spar,359202.87,49354.23,offline,5,Ibadan
XCH0038592,CUST882133,2/2/2024,Jiji,Mr Price,358204.83,31266.51,both,17,Warri
XCH0038593,CUST914285,7/4/2024,Jumia,Slot,133350.32,158604.48,both,3,Jos
XCH0038594,CUST552245,3/19/2024,Konga,Mr Price,225849.68,185114.48,online,3,Onitsha
XCH0038595,CUST973495,5/18/2024,Glovo,Mr Price,83135.24,160892.44,online,14,Jos
XCH0038596,CUST449094,4/26/2024,Jiji,Shoprite,264808,132024.04,both,17,Ibadan
XCH0038597,CUST999932,2/4/2024,Shoprite Online,Pointek,204209.54,35182.54,offline,16,Calabar
XCH0038598,CUST422598,3/31/2024,Konga,Spar,99404.94,78458.08,both,14,Onitsha
XCH0038599,CUST445247,8/30/2024,Jumia,Mr Price,488033.89,132637.59,offline,7,Onitsha
XCH0038600,CUST359930,6/29/2024,Konga,Pointek,229140.06,132338.8,offline,18,Ilorin
XCH0038601,CUST216795,7/29/2024,Slot,Game,253788.33,17277.13,online,14,Aba
XCH0038602,CUST929384,8/26/2024,Jumia,Game,229494.29,52060.21,both,10,Ibadan
XCH0038603,CUST402823,6/8/2024,Konga,Shoprite,456904.06,117616.82,both,4,Enugu
XCH0038604,CUST521636,5/12/2024,Konga,Mr Price,345918.52,193844.47,offline,20,Port Harcourt
XCH0038605,CUST749195,5/25/2024,Jumia,Mr Price,120727.81,74462.46,offline,15,Enugu
XCH0038606,CUST483878,1/22/2024,Jumia,Game,337098.65,16310.04,both,15,Enugu
XCH0038607,CUST383495,2/5/2024,Jiji,Ebeano,279795.05,156915.11,online,17,Onitsha
XCH0038608,CUST267145,2/21/2024,PayPorte,Shoprite,12309.54,144540.58,offline,17,Lagos
XCH0038609,CUST880068,7/8/2024,Supermart,Pointek,366288.71,141381.33,offline,12,Kano
XCH0038610,CUST640324,6/17/2024,Konga,Slot,422778.19,182062.78,online,17,Ilorin
XCH0038611,CUST923478,9/16/2024,Jiji,Justrite,88333.39,160730.46,offline,12,Onitsha
XCH0038612,CUST686601,10/3/2024,Supermart,Computer Village,432926.42,170666.76,both,17,Abuja
XCH0038613,CUST115675,1/8/2024,Jumia,Ebeano,197300.34,14648.32,both,6,Port Harcourt
XCH0038614,CUST419724,8/26/2024,Jiji,Game,175725.65,173130.37,online,5,Port Harcourt
XCH0038615,CUST284120,10/15/2024,Jiji,Spar,245191.15,11927.69,both,16,Calabar
XCH0038616,CUST549336,6/2/2024,Jumia,Balogun Market,208703.45,85861.68,online,9,Warri
XCH0038617,CUST207140,1/9/2024,Slot,Ebeano,262153.54,22945.89,both,12,Abeokuta
XCH0038618,CUST558576,8/13/2024,Jumia,Justrite,351272.26,195185.69,offline,13,Port Harcourt
XCH0038619,CUST973132,10/7/2024,Jumia,Slot,160331.73,157597.91,both,10,Enugu
XCH0038620,CUST148196,6/19/2024,Konga,Ebeano,495930.88,28541.62,offline,1,Kano
XCH0038621,CUST782183,1/15/2024,Jumia,Computer Village,320734.62,134407.27,offline,12,Benin City
XCH0038622,CUST553652,8/30/2024,Jumia,Ebeano,335651.39,141061.09,both,12,Kano
XCH0038623,CUST557563,4/4/2024,Jumia,Computer Village,45656.89,138831.57,both,12,Abeokuta
XCH0038624,CUST617018,5/25/2024,Konga,Spar,430396.56,29599.89,online,1,Abuja
XCH0038625,CUST501451,8/19/2024,Konga,Game,94125.99,180278.61,both,13,Kaduna
XCH0038626,CUST837666,8/21/2024,Jumia,Slot,144816.24,156913.1,online,17,Lagos
XCH0038627,CUST446252,9/27/2024,Jumia,Spar,482698.64,100110.21,offline,7,Enugu
XCH0038628,CUST905118,9/28/2024,Jiji,Mr Price,198274.74,71879.18,both,2,Lagos
XCH0038629,CUST392340,10/11/2024,Konga,Justrite,83881.19,124965.49,offline,19,Jos
XCH0038630,CUST256894,5/14/2024,Jiji,Computer Village,163216.88,181490.52,online,10,Kano
XCH0038631,CUST425968,3/15/2024,Jumia,Shoprite,28977.21,37448.02,offline,19,Jos
XCH0038632,CUST205978,2/1/2024,Jumia,Game,27695.26,187690.62,offline,16,Kano
XCH0038633,CUST504805,3/18/2024,Jiji,Shoprite,285830.9,98744.1,online,13,Kano
XCH0038634,CUST567921,5/15/2024,Jiji,Slot,463730.44,165050.63,both,4,Abuja
XCH0038635,CUST698839,2/26/2024,Konga,Justrite,166428.99,142588.47,online,3,Benin City
XCH0038636,CUST425678,4/18/2024,Jiji,Mr Price,251252.73,71307.96,both,5,Abuja
XCH0038637,CUST188814,5/27/2024,Shoprite Online,Shoprite,324385.49,27823.6,offline,1,Enugu
XCH0038638,CUST914085,3/4/2024,Jiji,Justrite,292043.45,179193.6,offline,18,Ibadan
XCH0038639,CUST382906,4/18/2024,Konga,Spar,346447.82,118664.63,online,6,Ibadan
XCH0038640,CUST443927,6/25/2024,Jiji,Spar,26619.86,99826.84,offline,3,Port Harcourt
XCH0038641,CUST930240,8/3/2024,Jumia,Justrite,148869.32,158361.1,offline,6,Kaduna
XCH0038642,CUST748561,8/23/2024,Jumia,Spar,307077.15,159477.88,offline,19,Port Harcourt
XCH0038643,CUST788459,8/1/2024,Jiji,Balogun Market,210372.89,87513.24,both,13,Warri
XCH0038644,CUST369768,6/4/2024,Konga,Game,119546.52,153369.9,online,9,Calabar
XCH0038645,CUST428191,8/23/2024,Jiji,Computer Village,124099.68,196413.1,offline,12,Lagos
XCH0038646,CUST641909,3/21/2024,Shoprite Online,Balogun Market,333992.7,104440.93,offline,11,Calabar
XCH0038647,CUST886251,6/28/2024,Jiji,Game,437300.43,71100.6,both,4,Lagos
XCH0038648,CUST412958,7/18/2024,Jiji,Computer Village,97193.74,137942.18,offline,4,Aba
XCH0038649,CUST152797,10/3/2024,Konga,Mr Price,126244.39,189449.75,offline,7,Enugu
XCH0038650,CUST387056,3/31/2024,Jiji,Ebeano,409248.33,158113.29,offline,5,Ibadan
XCH0038651,CUST319555,9/14/2024,PayPorte,Justrite,81163.19,18651.64,offline,7,Benin City
XCH0038652,CUST333686,9/27/2024,Konga,Justrite,298189.2,188939.86,online,18,Ilorin
XCH0038653,CUST348965,6/26/2024,Slot,Mr Price,422349.78,17695.76,offline,7,Calabar
XCH0038654,CUST825057,1/4/2024,Konga,Computer Village,382755.34,28132.25,online,9,Ibadan
XCH0038655,CUST871921,7/15/2024,Konga,Mr Price,411695.7,128454.75,both,12,Onitsha
XCH0038656,CUST472947,3/1/2024,Jumia,Ebeano,260775.08,184909.66,offline,17,Calabar
XCH0038657,CUST353108,8/29/2024,Slot,Justrite,234022.38,81343.08,both,10,Port Harcourt
XCH0038658,CUST156736,7/7/2024,Jumia,Balogun Market,70164.37,172374.56,online,12,Abeokuta
XCH0038659,CUST517611,4/13/2024,Jumia,Mr Price,495638.05,147030.1,online,4,Kano
XCH0038660,CUST820116,6/1/2024,Jumia,Balogun Market,194914.32,89007.36,offline,12,Benin City
XCH0038661,CUST140886,6/11/2024,Jiji,Game,354929.11,71448.88,offline,5,Warri
XCH0038662,CUST883601,9/18/2024,Konga,Computer Village,464606.24,52558.8,online,8,Port Harcourt
XCH0038663,CUST442510,9/25/2024,PayPorte,Computer Village,162239.46,189963.43,offline,6,Aba
XCH0038664,CUST558210,5/17/2024,Jiji,Game,461992.71,50332.9,both,4,Enugu
XCH0038665,CUST962017,3/6/2024,Shoprite Online,Ebeano,491100.54,53176.59,both,4,Aba
XCH0038666,CUST337909,10/27/2024,Konga,Slot,330871.66,13292.3,online,18,Lagos
XCH0038667,CUST394096,5/9/2024,Jumia,Balogun Market,105295.62,69240.56,both,1,Benin City
XCH0038668,CUST165991,7/2/2024,Shoprite Online,Spar,177195.61,151087.93,both,4,Abuja
XCH0038669,CUST711926,6/23/2024,Slot,Slot,226065.31,130046.94,both,19,Aba
XCH0038670,CUST688454,9/20/2024,Jiji,Ebeano,345563.49,42699.8,online,4,Kano
XCH0038671,CUST776078,1/27/2024,Jumia,Slot,176206.43,35187.28,both,9,Jos
XCH0038672,CUST177735,6/28/2024,Supermart,Mr Price,232064.86,94231.06,both,17,Ibadan
XCH0038673,CUST951135,1/19/2024,Jumia,Computer Village,63839.87,159251.21,offline,4,Aba
XCH0038674,CUST757832,6/11/2024,Slot,Spar,62451.74,117479.51,online,2,Aba
XCH0038675,CUST670784,5/30/2024,Jiji,Balogun Market,82250.21,99935.52,online,16,Calabar
XCH0038676,CUST485535,5/25/2024,Slot,Justrite,92377.7,26229.51,offline,11,Onitsha
XCH0038677,CUST906324,5/24/2024,Jumia,Pointek,384326.12,122035.81,offline,18,Onitsha
XCH0038678,CUST952858,6/10/2024,Jiji,Mr Price,431639.87,83634.88,both,9,Jos
XCH0038679,CUST342782,7/8/2024,Jiji,Ebeano,315377.83,110147.11,offline,16,Abuja
XCH0038680,CUST865984,10/11/2024,Spar Online,Mr Price,231907.54,133532.58,offline,11,Onitsha
XCH0038681,CUST856621,2/1/2024,Jumia,Pointek,232908.62,23036.48,offline,5,Calabar
XCH0038682,CUST441962,8/15/2024,Jumia,Ebeano,469363.88,48463.06,offline,4,Kaduna
XCH0038683,CUST316280,6/23/2024,Konga,Shoprite,496380.93,123760.25,both,9,Port Harcourt
XCH0038684,CUST964909,6/26/2024,Jumia,Shoprite,84381.66,73063.21,offline,14,Kaduna
XCH0038685,CUST942128,1/26/2024,Jiji,Ebeano,152784.15,191491.1,online,9,Port Harcourt
XCH0038686,CUST304428,8/11/2024,Konga,Mr Price,54384.23,105648.88,both,3,Port Harcourt
XCH0038687,CUST802763,5/10/2024,Jiji,Game,432976.43,131756.07,offline,19,Warri
XCH0038688,CUST416114,2/7/2024,Jiji,Game,178850.64,122677.36,online,10,Calabar
XCH0038689,CUST381532,3/31/2024,Jumia,Game,108660.41,41060.82,both,4,Benin City
XCH0038690,CUST857940,7/18/2024,Glovo,Shoprite,165334.39,195459.98,online,18,Enugu
XCH0038691,CUST615367,9/25/2024,Jiji,Spar,360155.76,172161.92,offline,20,Ibadan
XCH0038692,CUST927292,6/25/2024,Konga,Balogun Market,141488.23,27166.56,online,13,Calabar
XCH0038693,CUST823758,6/19/2024,Konga,Game,230235.49,82127.2,both,18,Lagos
XCH0038694,CUST792300,10/7/2024,Konga,Mr Price,130189,166124.22,both,16,Jos
XCH0038695,CUST743901,1/5/2024,Jiji,Justrite,458116.38,56560.31,both,1,Enugu
XCH0038696,CUST266457,6/17/2024,Jumia,Computer Village,423238.6,180492.77,online,9,Jos
XCH0038697,CUST274494,7/22/2024,Supermart,Balogun Market,18234.23,69094.01,offline,5,Kaduna
XCH0038698,CUST162565,1/31/2024,Jiji,Computer Village,126485.38,111218.09,online,19,Jos
XCH0038699,CUST386047,3/18/2024,Jumia,Game,393335.05,186733.42,both,20,Kaduna
XCH0038700,CUST769485,6/9/2024,Konga,Pointek,93315,61335.02,both,8,Kano
XCH0038701,CUST958830,4/23/2024,Konga,Justrite,412912.44,95487.21,both,15,Calabar
XCH0038702,CUST787510,3/3/2024,Konga,Balogun Market,189977.37,68823.38,both,16,Abeokuta
XCH0038703,CUST919796,8/30/2024,Konga,Spar,296238.75,24719.06,both,5,Benin City
XCH0038704,CUST155622,8/26/2024,Jiji,Shoprite,201135.42,117151.05,offline,10,Benin City
XCH0038705,CUST667683,8/4/2024,Jiji,Slot,319200.24,182071.96,offline,7,Lagos
XCH0038706,CUST647108,3/16/2024,Jumia,Balogun Market,14514.79,40149.55,both,17,Ilorin
XCH0038707,CUST250075,10/26/2024,Jumia,Game,207814.52,198545.16,both,4,Abuja
XCH0038708,CUST774535,5/23/2024,Konga,Shoprite,153959.36,101936.92,both,7,Jos
XCH0038709,CUST106282,10/14/2024,Slot,Computer Village,471306.12,116653.09,offline,2,Port Harcourt
XCH0038710,CUST688048,7/24/2024,Jiji,Slot,128190.94,32560.15,offline,1,Kano
XCH0038711,CUST504065,7/18/2024,Jumia,Game,390219.56,107701.87,online,5,Calabar
XCH0038712,CUST851140,2/23/2024,Konga,Balogun Market,174221.51,62248.37,offline,9,Abeokuta
XCH0038713,CUST158316,7/25/2024,Konga,Ebeano,304892.46,84173.38,both,5,Onitsha
XCH0038714,CUST889569,9/14/2024,Konga,Justrite,293429.82,199752.43,online,17,Port Harcourt
XCH0038715,CUST827688,10/4/2024,Jumia,Computer Village,292764.29,49652.65,online,10,Jos
XCH0038716,CUST549085,1/13/2024,Jumia,Pointek,19802.21,77994.64,offline,15,Port Harcourt
XCH0038717,CUST811887,10/4/2024,Jumia,Game,205255.63,137313.77,offline,11,Lagos
XCH0038718,CUST966505,2/26/2024,Jumia,Balogun Market,246027.91,137152.66,both,6,Calabar
XCH0038719,CUST647118,8/3/2024,Jumia,Game,492372.58,190279.3,offline,19,Kaduna
XCH0038720,CUST997776,6/15/2024,Spar Online,Spar,304341.84,75730.86,online,7,Ilorin
XCH0038721,CUST246072,1/23/2024,Slot,Slot,71208.16,175686.93,online,16,Aba
XCH0038722,CUST577661,4/25/2024,Spar Online,Computer Village,390580.81,127361.1,online,4,Enugu
XCH0038723,CUST439351,1/2/2024,Jiji,Justrite,492678.73,78649.21,offline,1,Abeokuta
XCH0038724,CUST528632,2/15/2024,Jiji,Ebeano,379030.17,77169.05,online,11,Kano
XCH0038725,CUST860130,6/7/2024,Jumia,Computer Village,284535.49,24065.3,both,1,Aba
XCH0038726,CUST457057,9/5/2024,Jumia,Pointek,56326.02,101454.08,online,20,Warri
XCH0038727,CUST384131,8/14/2024,Jumia,Pointek,171281.32,97912.32,offline,5,Ibadan
XCH0038728,CUST834933,9/9/2024,Konga,Game,479478.46,48963.17,online,4,Abeokuta
XCH0038729,CUST526966,7/27/2024,Konga,Pointek,110462.47,90945.14,online,12,Aba
XCH0038730,CUST152631,1/6/2024,Konga,Computer Village,117221.46,133062.48,online,7,Lagos
XCH0038731,CUST882281,4/8/2024,Jumia,Ebeano,194395.01,70193.28,online,2,Benin City
XCH0038732,CUST691819,4/15/2024,Jiji,Game,94017.51,58111.79,both,11,Kaduna
XCH0038733,CUST991711,3/7/2024,Konga,Mr Price,130229.82,92897.52,offline,7,Ilorin
XCH0038734,CUST473011,9/14/2024,Jiji,Mr Price,176361.2,78812.59,both,13,Benin City
XCH0038735,CUST226160,6/22/2024,Konga,Ebeano,159227.73,152728.78,offline,13,Abeokuta
XCH0038736,CUST266625,9/13/2024,PayPorte,Computer Village,377965.55,149187.52,offline,9,Calabar
XCH0038737,CUST706679,2/28/2024,Slot,Spar,405829.6,31624.61,online,18,Jos
XCH0038738,CUST595931,10/7/2024,Jumia,Pointek,254058.59,27637.92,online,17,Ibadan
XCH0038739,CUST999445,8/29/2024,Jumia,Balogun Market,17864.22,155275.75,online,11,Lagos
XCH0038740,CUST603482,7/6/2024,Konga,Game,408416.11,139698.09,offline,4,Abeokuta
XCH0038741,CUST803663,10/17/2024,Konga,Slot,290171.27,45485.94,online,1,Port Harcourt
XCH0038742,CUST271291,5/21/2024,Jumia,Pointek,249037.74,98435.68,online,20,Ilorin
XCH0038743,CUST687326,10/19/2024,Jumia,Spar,420942.4,59178.79,offline,10,Warri
XCH0038744,CUST477272,9/13/2024,Jiji,Balogun Market,479366.47,100021.31,online,11,Calabar
XCH0038745,CUST779450,7/31/2024,Jiji,Computer Village,38865.15,111839.23,both,13,Kaduna
XCH0038746,CUST955468,7/8/2024,Jumia,Shoprite,347738.01,49537,both,17,Lagos
XCH0038747,CUST743674,10/9/2024,Jiji,Game,277428.92,129159.45,online,17,Ibadan
XCH0038748,CUST526279,8/26/2024,Jumia,Spar,33992.73,123694.4,online,5,Port Harcourt
XCH0038749,CUST232676,10/23/2024,Konga,Game,329898.56,92417.29,online,1,Ibadan
XCH0038750,CUST554904,10/8/2024,Jumia,Mr Price,249002.58,149415.25,both,14,Ibadan
XCH0038751,CUST652932,5/28/2024,Chowdeck,Spar,305850.18,141374.75,both,19,Benin City
XCH0038752,CUST319645,2/7/2024,Konga,Balogun Market,352339.5,15000.09,both,18,Lagos
XCH0038753,CUST426994,6/5/2024,Jumia,Slot,498408.15,13472.83,both,17,Port Harcourt
XCH0038754,CUST481820,4/4/2024,Konga,Shoprite,42912.76,34207.87,both,7,Port Harcourt
XCH0038755,CUST884106,10/24/2024,Konga,Game,292730.26,82516.35,both,15,Abeokuta
XCH0038756,CUST368653,8/16/2024,Slot,Slot,167402.73,30582.55,offline,8,Ibadan
XCH0038757,CUST550307,5/9/2024,Jumia,Mr Price,416077.02,91065.94,offline,2,Ilorin
XCH0038758,CUST530212,1/14/2024,Slot,Pointek,21384.69,142140.92,online,20,Ibadan
XCH0038759,CUST745615,1/21/2024,Jiji,Justrite,97949.09,153140.57,online,10,Aba
XCH0038760,CUST882822,2/10/2024,Jumia,Pointek,445056.76,28568.76,both,18,Ibadan
XCH0038761,CUST344432,10/1/2024,Jumia,Balogun Market,240900.95,162974.64,online,10,Calabar
XCH0038762,CUST886576,8/2/2024,Jiji,Ebeano,294953.31,61438.76,offline,20,Abuja
XCH0038763,CUST219380,4/30/2024,Jumia,Spar,281935.62,189163.74,both,9,Benin City
XCH0038764,CUST628727,2/20/2024,Jumia,Computer Village,169332.5,92047.58,online,7,Onitsha
XCH0038765,CUST961607,8/5/2024,Konga,Pointek,451917.88,197976.29,both,20,Onitsha
XCH0038766,CUST248333,1/14/2024,Konga,Slot,415802.51,158878.72,online,16,Kano
XCH0038767,CUST110571,6/5/2024,Jiji,Shoprite,392573.71,159690.82,both,5,Ibadan
XCH0038768,CUST940009,6/5/2024,Konga,Shoprite,328150.09,81333.94,offline,14,Aba
XCH0038769,CUST711736,7/3/2024,Shoprite Online,Computer Village,115230.47,8297.7,online,20,Kano
XCH0038770,CUST813915,9/30/2024,Supermart,Justrite,484274.46,184815.02,offline,2,Warri
XCH0038771,CUST522993,4/17/2024,Jumia,Ebeano,328458.34,58889.79,online,16,Lagos
XCH0038772,CUST268068,5/20/2024,Jumia,Justrite,24086.33,22584.27,offline,17,Jos
XCH0038773,CUST950418,5/19/2024,Konga,Shoprite,308517.64,83658.85,both,13,Calabar
XCH0038774,CUST756615,4/10/2024,Konga,Balogun Market,172844.67,52644.2,online,14,Aba
XCH0038775,CUST239034,8/29/2024,Jumia,Ebeano,44544.96,195113.88,offline,2,Warri
XCH0038776,CUST225912,6/22/2024,Jiji,Spar,492010.09,5916.11,online,13,Ibadan
XCH0038777,CUST109068,9/8/2024,Jiji,Ebeano,405941.94,58343.63,offline,17,Ilorin
XCH0038778,CUST878316,5/2/2024,Jumia,Shoprite,439023.26,165331.4,offline,17,Warri
XCH0038779,CUST483810,2/4/2024,Konga,Shoprite,231838.63,79620.49,online,9,Lagos
XCH0038780,CUST954862,7/8/2024,Jumia,Balogun Market,18524.18,151209.96,online,20,Abuja
XCH0038781,CUST382774,9/26/2024,Slot,Pointek,127517.55,27815.92,online,14,Onitsha
XCH0038782,CUST570908,1/15/2024,Jumia,Slot,213284.66,56244.92,offline,1,Ibadan
XCH0038783,CUST706035,4/28/2024,Konga,Justrite,267410.93,189227.37,both,15,Kano
XCH0038784,CUST411073,6/12/2024,Konga,Balogun Market,242130.72,140068.38,offline,3,Ibadan
XCH0038785,CUST200765,7/23/2024,Supermart,Pointek,456672.16,125698.88,both,1,Abuja
XCH0038786,CUST842148,9/27/2024,Jumia,Pointek,152353.51,135846.52,offline,17,Ilorin
XCH0038787,CUST685631,3/30/2024,PayPorte,Shoprite,191479.48,119855.17,both,14,Port Harcourt
XCH0038788,CUST287818,1/21/2024,Konga,Justrite,395935.46,132669.1,offline,12,Ilorin
XCH0038789,CUST724483,9/10/2024,Spar Online,Computer Village,60265.7,21071.5,both,9,Enugu
XCH0038790,CUST463621,6/6/2024,Konga,Justrite,63752.84,33255.88,both,14,Port Harcourt
XCH0038791,CUST133230,8/9/2024,Jiji,Spar,187517.61,25472.29,both,13,Calabar
XCH0038792,CUST633471,6/27/2024,Shoprite Online,Shoprite,244593.81,48985.62,offline,4,Kano
XCH0038793,CUST421556,10/16/2024,Konga,Mr Price,386121.84,7634.73,online,8,Jos
XCH0038794,CUST613897,4/16/2024,Jumia,Spar,264665.96,113150.21,online,5,Benin City
XCH0038795,CUST179951,6/28/2024,Jiji,Spar,71600.18,130851.25,online,9,Lagos
XCH0038796,CUST964688,7/1/2024,Supermart,Computer Village,454430.03,182066.53,offline,17,Jos
XCH0038797,CUST506154,5/1/2024,Konga,Mr Price,461029.69,60629.55,offline,11,Kaduna
XCH0038798,CUST377724,3/3/2024,Jumia,Pointek,86144.64,39793.29,online,15,Port Harcourt
XCH0038799,CUST999931,4/24/2024,Jumia,Slot,136497.32,119238.74,online,11,Kaduna
XCH0038800,CUST747914,3/8/2024,Jiji,Shoprite,35845.64,62604.92,offline,6,Enugu
XCH0038801,CUST949556,2/9/2024,Jumia,Pointek,380060.24,199648.28,offline,2,Benin City
XCH0038802,CUST608022,7/20/2024,Konga,Game,193916.25,70269.94,both,19,Benin City
XCH0038803,CUST638336,10/26/2024,Konga,Pointek,89741.16,28189.98,offline,1,Abeokuta
XCH0038804,CUST425962,2/15/2024,Supermart,Mr Price,428160.55,15399.56,online,14,Ilorin
XCH0038805,CUST626883,7/19/2024,Jiji,Mr Price,33792.83,84177.59,both,14,Enugu
XCH0038806,CUST192097,5/6/2024,Konga,Computer Village,269034.52,58262.14,offline,3,Calabar
XCH0038807,CUST854391,5/9/2024,Jumia,Computer Village,82139.88,14534.05,offline,18,Lagos
XCH0038808,CUST947603,7/24/2024,Supermart,Slot,424857.22,121108.17,both,13,Onitsha
XCH0038809,CUST654137,1/16/2024,Jiji,Computer Village,287693.93,97695.51,offline,20,Abuja
XCH0038810,CUST567462,2/13/2024,Jumia,Balogun Market,170228.67,179912.58,offline,6,Abuja
XCH0038811,CUST281993,5/29/2024,Konga,Shoprite,143745.57,170226.42,both,18,Ibadan
XCH0038812,CUST238980,7/15/2024,Jumia,Shoprite,306949.41,76616.37,online,17,Enugu
XCH0038813,CUST208924,4/19/2024,Jumia,Balogun Market,169847.67,141711.78,online,3,Onitsha
XCH0038814,CUST613401,1/3/2024,Konga,Pointek,232012.53,31124.84,online,7,Ilorin
XCH0038815,CUST610384,1/5/2024,Jiji,Spar,249144.07,124919.73,offline,11,Kaduna
XCH0038816,CUST432911,2/8/2024,Konga,Slot,71562.04,86999.59,both,10,Ilorin
XCH0038817,CUST893173,8/21/2024,Jumia,Balogun Market,59094.58,84441.06,offline,17,Jos
XCH0038818,CUST892873,3/18/2024,Shoprite Online,Balogun Market,13999.26,150752.14,both,9,Kaduna
XCH0038819,CUST773107,10/4/2024,Jumia,Slot,379169.65,179288.26,online,20,Kaduna
XCH0038820,CUST668495,9/26/2024,Konga,Ebeano,238204.15,149757.61,offline,7,Aba
XCH0038821,CUST948592,5/30/2024,Jumia,Pointek,444467.1,58092.48,offline,18,Jos
XCH0038822,CUST998876,5/28/2024,Konga,Spar,145241.69,93473.81,offline,2,Ibadan
XCH0038823,CUST575906,6/7/2024,Konga,Spar,88418.33,195593.89,offline,5,Warri
XCH0038824,CUST967275,3/18/2024,Jumia,Spar,352191.36,100043.54,offline,15,Onitsha
XCH0038825,CUST700305,5/6/2024,Jumia,Balogun Market,440851.51,83200.18,both,7,Benin City
XCH0038826,CUST573657,8/10/2024,Jumia,Mr Price,260820.18,180001.72,online,1,Kano
XCH0038827,CUST151319,7/21/2024,Jumia,Mr Price,106394.38,40496.69,offline,3,Benin City
XCH0038828,CUST631539,6/13/2024,Jiji,Game,201666.33,196496.53,offline,18,Lagos
XCH0038829,CUST447863,1/3/2024,Konga,Ebeano,61755.14,174036.36,online,3,Ibadan
XCH0038830,CUST370199,8/20/2024,Jiji,Computer Village,215706.94,129584.39,offline,7,Onitsha
XCH0038831,CUST906753,4/5/2024,Shoprite Online,Spar,429670.02,180026.68,offline,7,Lagos
XCH0038832,CUST912479,10/23/2024,Glovo,Balogun Market,487446.05,102925.32,online,14,Ilorin
XCH0038833,CUST722243,2/7/2024,Jumia,Game,136635.74,130558.52,online,1,Kano
XCH0038834,CUST921315,1/28/2024,Supermart,Shoprite,327703.76,100942.47,both,15,Jos
XCH0038835,CUST821897,7/14/2024,Shoprite Online,Justrite,190832.87,175987.34,offline,6,Kano
XCH0038836,CUST502925,6/19/2024,Jumia,Pointek,439063.86,170335.62,both,12,Benin City
XCH0038837,CUST375812,4/15/2024,Shoprite Online,Shoprite,404903.58,167721.04,online,3,Abuja
XCH0038838,CUST218552,1/16/2024,Jumia,Slot,152886.58,169637.2,offline,20,Abeokuta
XCH0038839,CUST574802,8/11/2024,Jumia,Game,148370.68,82630.58,offline,10,Aba
XCH0038840,CUST394204,3/8/2024,Jumia,Justrite,349635.33,24407.13,both,14,Lagos
